drive_id,drive_start,drive_end
2021_13_DAL_NO_9,Kickoff,Punt
2021_13_DAL_NO_10,Punt,Punt
2021_13_DAL_NO_11,Punt,Turnover
2021_13_DAL_NO_12,Interception,Field Goal
2021_13_DAL_NO_13,Kickoff,Punt
2021_13_DAL_NO_14,Punt,Field Goal
2021_13_DAL_NO_15,Kickoff,Punt
2021_13_DAL_NO_16,Punt,Punt
2021_13_DAL_NO_17,Punt,Touchdown
2021_13_DAL_NO_18,Kickoff,Punt
2021_13_DAL_NO_19,Punt,Punt
2021_13_DAL_NO_20,Punt,Punt
2021_13_DAL_NO_21,Punt,Turnover
2021_13_DAL_NO_22,Interception,Turnover
2021_13_DAL_NO_23,Interception,Punt
2021_13_DAL_NO_24,Punt,Turnover
2021_13_DAL_NO_25,Interception,Punt
2021_13_DAL_NO_27,Kickoff,Touchdown
2021_13_DEN_KC_1,Kickoff,Punt
2021_13_DEN_KC_2,Punt,Touchdown
2021_13_DEN_KC_3,Kickoff,Punt
2021_13_DEN_KC_4,Punt,Field Goal
2021_13_DEN_KC_5,Kickoff,Field Goal
2021_13_DEN_KC_6,Kickoff,Punt
2021_13_DEN_KC_7,Punt,Turnover
2021_13_DEN_KC_8,Fumble,Punt
2021_13_DEN_KC_10,Kickoff,Turnover
2021_13_DEN_KC_11,Interception,Punt
2021_13_DEN_KC_12,Punt,Field Goal
2021_13_DEN_KC_13,Kickoff,Turnover
2021_13_DEN_KC_14,Interception,Punt
2021_13_DEN_KC_15,Punt,Field Goal
2021_13_DEN_KC_17,Kickoff,Touchdown
2021_13_DEN_KC_18,Kickoff,Punt
2021_13_DEN_KC_19,Punt,Turnover
2021_13_IND_HOU_2,Interception,Touchdown
2021_13_IND_HOU_3,Kickoff,Turnover
2021_13_IND_HOU_4,Fumble,Field Goal
2021_13_IND_HOU_6,Punt,Punt
2021_13_IND_HOU_7,Punt,Punt
2021_13_IND_HOU_8,Punt,Punt
2021_13_IND_HOU_9,Punt,Punt
2021_13_IND_HOU_10,Punt,Touchdown
2021_13_IND_HOU_11,Kickoff,Punt
2021_13_IND_HOU_13,Kickoff,Touchdown
2021_13_IND_HOU_14,Kickoff,Punt
2021_13_IND_HOU_15,Punt,Punt
2021_13_IND_HOU_16,Punt,Turnover
2021_13_IND_HOU_17,Fumble,Field Goal
2021_13_IND_HOU_18,Kickoff,Punt
2021_13_IND_HOU_19,Punt,Turnover
2021_13_IND_HOU_20,Fumble,Turnover
2021_13_IND_HOU_21,Fumble,Touchdown
2021_13_IND_HOU_22,Kickoff,Turnover
2021_13_JAX_LA_1,Kickoff,Field Goal
2021_13_JAX_LA_2,Kickoff,Turnover
2021_13_JAX_LA_3,Fumble,Touchdown
2021_13_JAX_LA_4,Kickoff,Punt
2021_13_JAX_LA_5,Punt,Punt
2021_13_JAX_LA_6,Punt,Touchdown
2021_13_JAX_LA_7,Kickoff,Field Goal
2021_13_JAX_LA_8,Kickoff,Punt
2021_13_JAX_LA_9,Punt,Punt
2021_13_JAX_LA_10,Punt,Punt
2021_13_JAX_LA_11,Punt,Field Goal
2021_13_JAX_LA_13,Kickoff,Punt
2021_13_JAX_LA_14,Punt,Touchdown
2021_13_JAX_LA_15,Kickoff,Turnover
2021_13_JAX_LA_16,Fumble,Touchdown
2021_13_JAX_LA_17,Kickoff,Turnover
2021_13_JAX_LA_18,Fumble,Touchdown
2021_13_JAX_LA_19,Kickoff,Punt
2021_13_JAX_LA_20,Punt,Punt
2021_13_LAC_CIN_1,Kickoff,Touchdown
2021_13_LAC_CIN_2,Kickoff,Turnover
2021_13_LAC_CIN_3,Fumble,Field Goal
2021_13_LAC_CIN_4,Kickoff,Turnover
2021_13_LAC_CIN_5,Interception,Touchdown
2021_13_LAC_CIN_6,Kickoff,Punt
2021_13_LAC_CIN_7,Punt,Punt
2021_13_LAC_CIN_8,Punt,Punt
2021_13_LAC_CIN_9,Punt,Touchdown
2021_13_LAC_CIN_10,Kickoff,Touchdown
2021_13_LAC_CIN_11,Kickoff,Turnover
2021_13_LAC_CIN_12,Fumble,Touchdown
2021_13_LAC_CIN_13,Kickoff,Turnover
2021_13_LAC_CIN_15,Kickoff,Field Goal
2021_13_LAC_CIN_16,Kickoff,Turnover
2021_13_LAC_CIN_17,Fumble,Touchdown
2021_13_LAC_CIN_18,Kickoff,Punt
2021_13_LAC_CIN_19,Punt,Punt
2021_13_LAC_CIN_20,Punt,Punt
2021_13_LAC_CIN_22,Kickoff,Punt
2021_13_LAC_CIN_23,Punt,Touchdown
2021_13_LAC_CIN_24,Kickoff,Turnover
2021_13_LAC_CIN_25,Interception,Punt
2021_13_LAC_CIN_26,Punt,Turnover
2021_13_LAC_CIN_27,Fumble,Field Goal
2021_13_MIN_DET_1,Kickoff,Punt
2021_13_MIN_DET_2,Punt,Turnover
2021_13_MIN_DET_3,Fumble,Field Goal
2021_13_MIN_DET_4,Kickoff,Punt
2021_13_MIN_DET_5,Punt,Field Goal
2021_13_MIN_DET_6,Kickoff,Touchdown
2021_13_MIN_DET_7,Kickoff,Turnover
2021_13_MIN_DET_8,Fumble,Touchdown
2021_13_MIN_DET_9,Kickoff,Punt
2021_13_MIN_DET_10,Punt,Field Goal
2021_13_MIN_DET_11,Kickoff,Turnover
2021_13_MIN_DET_12,Fumble,Field Goal
2021_13_MIN_DET_14,Kickoff,Punt
2021_13_MIN_DET_15,Punt,Field Goal
2021_13_MIN_DET_16,Kickoff,Punt
2021_13_MIN_DET_17,Punt,Touchdown
2021_13_MIN_DET_18,Kickoff,Field Goal
2021_13_MIN_DET_19,Kickoff,Touchdown
2021_13_MIN_DET_20,Kickoff,Turnover
2021_13_MIN_DET_21,Interception,Punt
2021_13_MIN_DET_22,Punt,Turnover
2021_13_MIN_DET_23,Fumble,Touchdown
2021_13_MIN_DET_24,Kickoff,Touchdown
2021_13_NE_BUF_1,Kickoff,Punt
2021_13_NE_BUF_2,Punt,Punt
2021_13_NE_BUF_3,Punt,Punt
2021_13_NE_BUF_4,Punt,Turnover
2021_13_NE_BUF_5,Fumble,Touchdown
2021_13_NE_BUF_6,Kickoff,Punt
2021_13_NE_BUF_8,Kickoff,Field Goal
2021_13_NE_BUF_9,Kickoff,Punt
2021_13_NE_BUF_10,Punt,Punt
2021_13_NE_BUF_11,Punt,Punt
2021_13_NE_BUF_12,Punt,Punt
2021_13_NE_BUF_13,Kickoff,Punt
2021_13_NE_BUF_14,Punt,Punt
2021_13_NE_BUF_15,Punt,Field Goal
2021_13_NE_BUF_16,Kickoff,Field Goal
2021_13_NE_BUF_17,Kickoff,Field Goal
2021_13_NE_BUF_19,Punt,Turnover
2021_13_NE_BUF_20,Fumble,Turnover
2021_13_NYG_MIA_1,Kickoff,Punt
2021_13_NYG_MIA_2,Punt,Punt
2021_13_NYG_MIA_3,Punt,Turnover
2021_13_NYG_MIA_4,Interception,Punt
2021_13_NYG_MIA_5,Punt,Field Goal
2021_13_NYG_MIA_6,Kickoff,Field Goal
2021_13_NYG_MIA_7,Kickoff,Punt
2021_13_NYG_MIA_8,Punt,Touchdown
2021_13_NYG_MIA_10,Kickoff,Punt
2021_13_NYG_MIA_11,Punt,Field Goal
2021_13_NYG_MIA_12,Kickoff,Punt
2021_13_NYG_MIA_13,Punt,Punt
2021_13_NYG_MIA_14,Punt,Punt
2021_13_NYG_MIA_15,Punt,Punt
2021_13_NYG_MIA_16,Punt,Punt
2021_13_NYG_MIA_17,Punt,Punt
2021_13_NYG_MIA_18,Punt,Touchdown
2021_13_NYG_MIA_19,Kickoff,Punt
2021_13_NYG_MIA_20,Punt,Field Goal
2021_13_NYG_MIA_22,Kickoff,Field Goal
2021_13_NYG_MIA_23,Kickoff,Field Goal
2021_13_PHI_NYJ_1,Kickoff,Touchdown
2021_13_PHI_NYJ_2,Kickoff,Touchdown
2021_13_PHI_NYJ_3,Kickoff,Touchdown
2021_13_PHI_NYJ_4,Kickoff,Touchdown
2021_13_PHI_NYJ_5,Kickoff,Touchdown
2021_13_PHI_NYJ_6,Kickoff,Touchdown
2021_13_PHI_NYJ_7,Kickoff,Punt
2021_13_PHI_NYJ_8,Punt,Field Goal
2021_13_PHI_NYJ_10,Kickoff,Field Goal
2021_13_PHI_NYJ_11,Kickoff,Punt
2021_13_PHI_NYJ_12,Punt,Field Goal
2021_13_PHI_NYJ_13,Kickoff,Turnover
2021_13_PHI_NYJ_14,Interception,Field Goal
2021_13_PHI_NYJ_15,Kickoff,Turnover
2021_13_PHI_NYJ_16,Fumble,Punt
2021_13_SF_SEA_1,Kickoff,Touchdown
2021_13_SF_SEA_2,Kickoff,Punt
2021_13_SF_SEA_3,Punt,Turnover
2021_13_SF_SEA_5,Kickoff,Punt
2021_13_SF_SEA_7,Interception,Field Goal
2021_13_SF_SEA_9,Kickoff,Punt
2021_13_SF_SEA_10,Punt,Field Goal
2021_13_SF_SEA_11,Kickoff,Touchdown
2021_13_SF_SEA_12,Kickoff,Touchdown
2021_13_SF_SEA_13,Kickoff,Touchdown
2021_13_SF_SEA_16,Fumble,Turnover
2021_13_SF_SEA_18,Kickoff,Punt
2021_13_SF_SEA_19,Punt,Turnover
2021_13_SF_SEA_20,Interception,Touchdown
2021_13_SF_SEA_21,Kickoff,Punt
2021_13_SF_SEA_22,Punt,Punt
2021_13_SF_SEA_23,Punt,Punt
2021_13_SF_SEA_24,Punt,Turnover
2021_13_SF_SEA_25,Fumble,Turnover
2021_13_TB_ATL_1,Kickoff,Touchdown
2021_13_TB_ATL_2,Kickoff,Touchdown
2021_13_TB_ATL_3,Kickoff,Touchdown
2021_13_TB_ATL_4,Kickoff,Punt
2021_13_TB_ATL_5,Punt,Punt
2021_13_TB_ATL_6,Punt,Field Goal
2021_13_TB_ATL_7,Kickoff,Touchdown
2021_13_TB_ATL_8,Kickoff,Punt
2021_13_TB_ATL_11,Kickoff,Turnover
2021_13_TB_ATL_12,Fumble,Punt
2021_13_TB_ATL_13,Punt,Punt
2021_13_TB_ATL_14,Punt,Touchdown
2021_13_TB_ATL_15,Kickoff,Punt
2021_13_TB_ATL_16,Punt,Punt
2021_13_TB_ATL_17,Punt,Punt
2021_13_TB_ATL_18,Punt,Field Goal
2021_13_WAS_LV_1,Kickoff,Touchdown
2021_13_WAS_LV_2,Kickoff,Punt
2021_13_WAS_LV_3,Punt,Punt
2021_13_WAS_LV_4,Punt,Punt
2021_13_WAS_LV_5,Punt,Punt
2021_13_WAS_LV_6,Punt,Punt
2021_13_WAS_LV_7,Punt,Punt
2021_13_WAS_LV_8,Punt,Field Goal
2021_13_WAS_LV_10,Kickoff,Punt
2021_13_WAS_LV_11,Punt,Punt
2021_13_WAS_LV_12,Punt,Field Goal
2021_13_WAS_LV_13,Kickoff,Touchdown
2021_13_WAS_LV_14,Kickoff,Touchdown
2021_13_WAS_LV_15,Kickoff,Turnover
2021_13_WAS_LV_16,Interception,Field Goal
2021_13_WAS_LV_17,Kickoff,Field Goal
2021_14_ATL_CAR_1,Kickoff,Punt
2021_14_ATL_CAR_2,Punt,Touchdown
2021_14_ATL_CAR_3,Kickoff,Touchdown
2021_14_ATL_CAR_4,Kickoff,Punt
2021_14_ATL_CAR_5,Punt,Punt
2021_14_ATL_CAR_7,Kickoff,Punt
2021_14_ATL_CAR_8,Punt,Field Goal
2021_14_ATL_CAR_9,Kickoff,Turnover
2021_14_ATL_CAR_11,Kickoff,Touchdown
2021_14_ATL_CAR_12,Kickoff,Field Goal
2021_14_ATL_CAR_13,Kickoff,Turnover
2021_14_ATL_CAR_14,Fumble,Touchdown
2021_14_ATL_CAR_15,Kickoff,Turnover
2021_14_ATL_CAR_16,Fumble,Field Goal
2021_14_ATL_CAR_17,Kickoff,Turnover
2021_14_ATL_CAR_19,Fumble,Touchdown
2021_14_BAL_CLE_1,Kickoff,Punt
2021_14_BAL_CLE_2,Punt,Punt
2021_14_BAL_CLE_3,Punt,Field Goal
2021_14_BAL_CLE_4,Kickoff,Punt
2021_14_BAL_CLE_5,Punt,Touchdown
2021_14_BAL_CLE_6,Kickoff,Punt
2021_14_BAL_CLE_7,Punt,Touchdown
2021_14_BAL_CLE_8,Kickoff,Punt
2021_14_BAL_CLE_9,Punt,Turnover
2021_14_BAL_CLE_10,Interception,Field Goal
2021_14_BAL_CLE_11,Kickoff,Punt
2021_14_BAL_CLE_13,Kickoff,Field Goal
2021_14_BAL_CLE_15,Kickoff,Turnover
2021_14_BAL_CLE_16,Fumble,Punt
2021_14_BAL_CLE_17,Punt,Field Goal
2021_14_BAL_CLE_18,Kickoff,Field Goal
2021_14_BAL_CLE_20,Kickoff,Punt
2021_14_BAL_CLE_21,Punt,Punt
2021_14_BAL_CLE_22,Punt,Punt
2021_14_BAL_CLE_23,Punt,Touchdown
2021_14_BAL_CLE_24,Kickoff,Turnover
2021_14_BUF_TB_1,Kickoff,Punt
2021_14_BUF_TB_2,Punt,Punt
2021_14_BUF_TB_3,Punt,Touchdown
2021_14_BUF_TB_4,Kickoff,Punt
2021_14_BUF_TB_5,Punt,Field Goal
2021_14_BUF_TB_6,Kickoff,Field Goal
2021_14_BUF_TB_7,Kickoff,Touchdown
2021_14_BUF_TB_8,Kickoff,Punt
2021_14_BUF_TB_9,Punt,Touchdown
2021_14_BUF_TB_10,Kickoff,Turnover
2021_14_BUF_TB_11,Interception,Punt
2021_14_BUF_TB_12,Punt,Punt
2021_14_BUF_TB_14,Kickoff,Turnover
2021_14_BUF_TB_15,Fumble,Turnover
2021_14_BUF_TB_16,Fumble,Touchdown
2021_14_BUF_TB_17,Kickoff,Punt
2021_14_BUF_TB_18,Punt,Punt
2021_14_BUF_TB_19,Punt,Field Goal
2021_14_BUF_TB_20,Kickoff,Touchdown
2021_14_BUF_TB_21,Kickoff,Punt
2021_14_BUF_TB_22,Punt,Touchdown
2021_14_BUF_TB_23,Kickoff,Punt
2021_14_BUF_TB_24,Punt,Field Goal
2021_14_BUF_TB_26,Kickoff,Punt
2021_14_BUF_TB_27,Punt,Touchdown
2021_14_CHI_GB_1,Kickoff,Punt
2021_14_CHI_GB_2,Punt,Punt
2021_14_CHI_GB_3,Punt,Field Goal
2021_14_CHI_GB_4,Kickoff,Punt
2021_14_CHI_GB_5,Punt,Touchdown
2021_14_CHI_GB_6,Kickoff,Touchdown
2021_14_CHI_GB_8,Kickoff,Touchdown
2021_14_CHI_GB_10,Kickoff,Touchdown
2021_14_CHI_GB_11,Kickoff,Field Goal
2021_14_CHI_GB_12,Kickoff,Touchdown
2021_14_CHI_GB_13,Kickoff,Turnover
2021_14_CHI_GB_15,Kickoff,Punt
2021_14_CHI_GB_16,Punt,Field Goal
2021_14_CHI_GB_17,Kickoff,Punt
2021_14_CHI_GB_18,Punt,Punt
2021_14_CHI_GB_19,Punt,Punt
2021_14_CHI_GB_20,Punt,Touchdown
2021_14_CHI_GB_21,Kickoff,Field Goal
2021_14_CHI_GB_22,Kickoff,Turnover
2021_14_DAL_WAS_1,Kickoff,Field Goal
2021_14_DAL_WAS_2,Kickoff,Punt
2021_14_DAL_WAS_3,Punt,Turnover
2021_14_DAL_WAS_4,Interception,Turnover
2021_14_DAL_WAS_5,Interception,Touchdown
2021_14_DAL_WAS_7,Kickoff,Punt
2021_14_DAL_WAS_8,Punt,Punt
2021_14_DAL_WAS_9,Punt,Punt
2021_14_DAL_WAS_10,Punt,Field Goal
2021_14_DAL_WAS_11,Kickoff,Punt
2021_14_DAL_WAS_12,Punt,Field Goal
2021_14_DAL_WAS_14,Kickoff,Punt
2021_14_DAL_WAS_15,Punt,Punt
2021_14_DAL_WAS_16,Punt,Touchdown
2021_14_DAL_WAS_17,Kickoff,Punt
2021_14_DAL_WAS_18,Punt,Turnover
2021_14_DAL_WAS_19,Fumble,Field Goal
2021_14_DAL_WAS_20,Kickoff,Punt
2021_14_DAL_WAS_21,Punt,Punt
2021_14_DAL_WAS_22,Punt,Punt
2021_14_DAL_WAS_23,Punt,Punt
2021_14_DAL_WAS_24,Punt,Touchdown
2021_14_DAL_WAS_26,Kickoff,Punt
2021_14_DAL_WAS_27,Punt,Turnover
2021_14_DET_DEN_1,Kickoff,Touchdown
2021_14_DET_DEN_2,Kickoff,Punt
2021_14_DET_DEN_3,Punt,Touchdown
2021_14_DET_DEN_4,Kickoff,Touchdown
2021_14_DET_DEN_5,Kickoff,Punt
2021_14_DET_DEN_6,Punt,Field Goal
2021_14_DET_DEN_7,Kickoff,Punt
2021_14_DET_DEN_8,Punt,Punt
2021_14_DET_DEN_9,Punt,Field Goal
2021_14_DET_DEN_10,Kickoff,Turnover
2021_14_DET_DEN_11,Fumble,Touchdown
2021_14_DET_DEN_12,Kickoff,Turnover
2021_14_DET_DEN_13,Fumble,Touchdown
2021_14_DET_DEN_14,Kickoff,Turnover
2021_14_DET_DEN_15,Fumble,Punt
2021_14_DET_DEN_16,Punt,Turnover
2021_14_DET_DEN_17,Interception,Touchdown
2021_14_JAX_TEN_1,Kickoff,Touchdown
2021_14_JAX_TEN_2,Kickoff,Punt
2021_14_JAX_TEN_3,Punt,Field Goal
2021_14_JAX_TEN_5,Punt,Field Goal
2021_14_JAX_TEN_6,Kickoff,Punt
2021_14_JAX_TEN_7,Punt,Punt
2021_14_JAX_TEN_9,Kickoff,Turnover
2021_14_JAX_TEN_10,Interception,Punt
2021_14_JAX_TEN_11,Punt,Punt
2021_14_JAX_TEN_12,Punt,Touchdown
2021_14_JAX_TEN_13,Kickoff,Turnover
2021_14_JAX_TEN_14,Interception,Punt
2021_14_JAX_TEN_15,Punt,Turnover
2021_14_JAX_TEN_16,Interception,Punt
2021_14_JAX_TEN_17,Punt,Punt
2021_14_JAX_TEN_18,Punt,Punt
2021_14_JAX_TEN_19,Punt,Turnover
2021_14_JAX_TEN_20,Interception,Field Goal
2021_14_JAX_TEN_21,Kickoff,Turnover
2021_14_LA_ARI_1,Kickoff,Field Goal
2021_14_LA_ARI_2,Kickoff,Punt
2021_14_LA_ARI_3,Punt,Turnover
2021_14_LA_ARI_4,Interception,Touchdown
2021_14_LA_ARI_5,Kickoff,Punt
2021_14_LA_ARI_6,Punt,Field Goal
2021_14_LA_ARI_7,Kickoff,Touchdown
2021_14_LA_ARI_8,Kickoff,Field Goal
2021_14_LA_ARI_9,Kickoff,Field Goal
2021_14_LA_ARI_10,Kickoff,Touchdown
2021_14_LA_ARI_11,Kickoff,Turnover
2021_14_LA_ARI_12,Interception,Touchdown
2021_14_LA_ARI_13,Kickoff,Turnover
2021_14_LA_ARI_14,Fumble,Punt
2021_14_LA_ARI_15,Punt,Touchdown
2021_14_LA_ARI_16,Kickoff,Field Goal
2021_14_LA_ARI_17,Kickoff,Turnover
2021_14_LA_ARI_18,Fumble,Punt
2021_14_LA_ARI_19,Punt,Field Goal
2021_14_LV_KC_2,Kickoff,Punt
2021_14_LV_KC_3,Punt,Punt
2021_14_LV_KC_4,Punt,Punt
2021_14_LV_KC_5,Punt,Touchdown
2021_14_LV_KC_6,Kickoff,Punt
2021_14_LV_KC_7,Punt,Touchdown
2021_14_LV_KC_8,Kickoff,Turnover
2021_14_LV_KC_9,Interception,Touchdown
2021_14_LV_KC_10,Kickoff,Turnover
2021_14_LV_KC_11,Fumble,Touchdown
2021_14_LV_KC_12,Kickoff,Field Goal
2021_14_LV_KC_13,Kickoff,Field Goal
2021_14_LV_KC_14,Kickoff,Touchdown
2021_14_LV_KC_15,Kickoff,Field Goal
2021_14_LV_KC_16,Kickoff,Turnover
2021_14_LV_KC_18,Kickoff,Turnover
2021_14_NO_NYJ_1,Kickoff,Punt
2021_14_NO_NYJ_2,Punt,Field Goal
2021_14_NO_NYJ_3,Kickoff,Punt
2021_14_NO_NYJ_4,Punt,Punt
2021_14_NO_NYJ_5,Punt,Punt
2021_14_NO_NYJ_6,Punt,Punt
2021_14_NO_NYJ_7,Punt,Field Goal
2021_14_NO_NYJ_8,Kickoff,Punt
2021_14_NO_NYJ_9,Punt,Punt
2021_14_NO_NYJ_10,Punt,Touchdown
2021_14_NO_NYJ_11,Kickoff,Field Goal
2021_14_NO_NYJ_12,Kickoff,Punt
2021_14_NO_NYJ_13,Punt,Punt
2021_14_NO_NYJ_14,Punt,Field Goal
2021_14_NO_NYJ_15,Kickoff,Punt
2021_14_NO_NYJ_16,Punt,Field Goal
2021_14_NO_NYJ_17,Kickoff,Turnover
2021_14_NO_NYJ_18,Fumble,Touchdown
2021_14_NO_NYJ_19,Kickoff,Field Goal
2021_14_NO_NYJ_20,Kickoff,Punt
2021_14_NO_NYJ_21,Punt,Turnover
2021_14_NO_NYJ_22,Fumble,Touchdown
2021_14_NYG_LAC_1,Kickoff,Punt
2021_14_NYG_LAC_2,Punt,Punt
2021_14_NYG_LAC_3,Punt,Punt
2021_14_NYG_LAC_4,Punt,Touchdown
2021_14_NYG_LAC_5,Kickoff,Touchdown
2021_14_NYG_LAC_6,Kickoff,Touchdown
2021_14_NYG_LAC_7,Kickoff,Punt
2021_14_NYG_LAC_8,Punt,Field Goal
2021_14_NYG_LAC_9,Kickoff,Punt
2021_14_NYG_LAC_10,Punt,Punt
2021_14_NYG_LAC_11,Punt,Punt
2021_14_NYG_LAC_12,Punt,Touchdown
2021_14_NYG_LAC_14,Kickoff,Field Goal
2021_14_NYG_LAC_15,Kickoff,Turnover
2021_14_NYG_LAC_16,Fumble,Field Goal
2021_14_NYG_LAC_17,Kickoff,Turnover
2021_14_NYG_LAC_18,Fumble,Touchdown
2021_14_NYG_LAC_19,Kickoff,Touchdown
2021_14_NYG_LAC_20,Kickoff,Punt
2021_14_NYG_LAC_21,Punt,Touchdown
2021_14_NYG_LAC_22,Kickoff,Turnover
2021_14_PIT_MIN_1,Kickoff,Field Goal
2021_14_PIT_MIN_4,Kickoff,Punt
2021_14_PIT_MIN_5,Punt,Field Goal
2021_14_PIT_MIN_6,Kickoff,Punt
2021_14_PIT_MIN_7,Punt,Touchdown
2021_14_PIT_MIN_8,Kickoff,Punt
2021_14_PIT_MIN_9,Punt,Touchdown
2021_14_PIT_MIN_10,Kickoff,Punt
2021_14_PIT_MIN_11,Punt,Punt
2021_14_PIT_MIN_13,Kickoff,Punt
2021_14_PIT_MIN_14,Punt,Field Goal
2021_14_PIT_MIN_15,Kickoff,Turnover
2021_14_PIT_MIN_16,Interception,Field Goal
2021_14_PIT_MIN_17,Kickoff,Touchdown
2021_14_PIT_MIN_19,Interception,Touchdown
2021_14_PIT_MIN_20,Kickoff,Punt
2021_14_PIT_MIN_21,Punt,Touchdown
2021_14_PIT_MIN_22,Kickoff,Touchdown
2021_14_PIT_MIN_23,Kickoff,Punt
2021_14_PIT_MIN_24,Punt,Turnover
2021_14_PIT_MIN_25,Interception,Touchdown
2021_14_PIT_MIN_26,Kickoff,Punt
2021_14_SEA_HOU_1,Kickoff,Touchdown
2021_14_SEA_HOU_2,Kickoff,Field Goal
2021_14_SEA_HOU_3,Kickoff,Punt
2021_14_SEA_HOU_4,Punt,Touchdown
2021_14_SEA_HOU_5,Kickoff,Field Goal
2021_14_SEA_HOU_6,Kickoff,Punt
2021_14_SEA_HOU_7,Punt,Punt
2021_14_SEA_HOU_9,Kickoff,Field Goal
2021_14_SEA_HOU_10,Kickoff,Punt
2021_14_SEA_HOU_11,Punt,Punt
2021_14_SEA_HOU_12,Punt,Field Goal
2021_14_SEA_HOU_13,Kickoff,Punt
2021_14_SEA_HOU_14,Punt,Punt
2021_14_SEA_HOU_15,Punt,Punt
2021_14_SEA_HOU_16,Punt,Touchdown
2021_14_SEA_HOU_17,Kickoff,Turnover
2021_14_SEA_HOU_18,Fumble,Touchdown
2021_14_SEA_HOU_19,Kickoff,Turnover
2021_14_SEA_HOU_20,Fumble,Punt
2021_14_SF_CIN_1,Kickoff,Punt
2021_14_SF_CIN_2,Punt,Punt
2021_14_SF_CIN_3,Punt,Punt
2021_14_SF_CIN_4,Punt,Field Goal
2021_14_SF_CIN_5,Kickoff,Field Goal
2021_14_SF_CIN_6,Kickoff,Touchdown
2021_14_SF_CIN_7,Kickoff,Punt
2021_14_SF_CIN_8,Punt,Punt
2021_14_SF_CIN_9,Punt,Field Goal
2021_14_SF_CIN_10,Kickoff,Punt
2021_14_SF_CIN_11,Punt,Touchdown
2021_14_SF_CIN_13,Kickoff,Punt
2021_14_SF_CIN_14,Punt,Field Goal
2021_14_SF_CIN_15,Kickoff,Field Goal
2021_14_SF_CIN_17,Punt,Touchdown
2021_14_SF_CIN_18,Kickoff,Punt
2021_14_SF_CIN_19,Punt,Punt
2021_14_SF_CIN_20,Punt,Punt
2021_14_SF_CIN_21,Punt,Touchdown
2021_14_SF_CIN_22,Kickoff,Field Goal
2021_14_SF_CIN_23,Kickoff,Field Goal
2021_14_SF_CIN_24,Kickoff,Touchdown
2021_15_ARI_DET_1,Kickoff,Field Goal
2021_15_ARI_DET_2,Kickoff,Punt
2021_15_ARI_DET_3,Punt,Touchdown
2021_15_ARI_DET_4,Kickoff,Punt
2021_15_ARI_DET_5,Punt,Punt
2021_15_ARI_DET_6,Punt,Punt
2021_15_ARI_DET_7,Punt,Punt
2021_15_ARI_DET_8,Punt,Turnover
2021_15_ARI_DET_9,Fumble,Touchdown
2021_15_ARI_DET_11,Kickoff,Field Goal
2021_15_ARI_DET_12,Kickoff,Turnover
2021_15_ARI_DET_13,Fumble,Turnover
2021_15_ARI_DET_15,Kickoff,Field Goal
2021_15_ARI_DET_16,Kickoff,Field Goal
2021_15_ARI_DET_17,Kickoff,Turnover
2021_15_ARI_DET_18,Fumble,Punt
2021_15_ARI_DET_19,Punt,Touchdown
2021_15_ARI_DET_20,Kickoff,Field Goal
2021_15_ATL_SF_2,Fumble,Turnover
2021_15_ATL_SF_3,Fumble,Punt
2021_15_ATL_SF_4,Punt,Field Goal
2021_15_ATL_SF_5,Kickoff,Field Goal
2021_15_ATL_SF_6,Kickoff,Punt
2021_15_ATL_SF_7,Punt,Touchdown
2021_15_ATL_SF_8,Kickoff,Touchdown
2021_15_ATL_SF_9,Kickoff,Touchdown
2021_15_ATL_SF_11,Kickoff,Turnover
2021_15_ATL_SF_12,Fumble,Touchdown
2021_15_ATL_SF_13,Kickoff,Field Goal
2021_15_ATL_SF_14,Kickoff,Touchdown
2021_15_ATL_SF_15,Kickoff,Punt
2021_15_ATL_SF_16,Punt,Punt
2021_15_ATL_SF_17,Punt,Turnover
2021_15_ATL_SF_18,Fumble,Punt
2021_15_ATL_SF_19,Punt,Turnover
2021_15_ATL_SF_20,Fumble,Punt
2021_15_CAR_BUF_1,Kickoff,Punt
2021_15_CAR_BUF_2,Punt,Punt
2021_15_CAR_BUF_3,Punt,Turnover
2021_15_CAR_BUF_4,Fumble,Punt
2021_15_CAR_BUF_5,Punt,Turnover
2021_15_CAR_BUF_6,Fumble,Touchdown
2021_15_CAR_BUF_7,Kickoff,Punt
2021_15_CAR_BUF_8,Punt,Touchdown
2021_15_CAR_BUF_9,Kickoff,Punt
2021_15_CAR_BUF_10,Punt,Turnover
2021_15_CAR_BUF_11,Interception,Touchdown
2021_15_CAR_BUF_12,Kickoff,Field Goal
2021_15_CAR_BUF_13,Kickoff,Punt
2021_15_CAR_BUF_14,Punt,Punt
2021_15_CAR_BUF_15,Punt,Touchdown
2021_15_CAR_BUF_16,Kickoff,Turnover
2021_15_CAR_BUF_17,Fumble,Punt
2021_15_CAR_BUF_18,Punt,Touchdown
2021_15_CAR_BUF_19,Kickoff,Punt
2021_15_CAR_BUF_20,Punt,Turnover
2021_15_CAR_BUF_21,Fumble,Touchdown
2021_15_CAR_BUF_22,Kickoff,Turnover
2021_15_CIN_DEN_1,Kickoff,Punt
2021_15_CIN_DEN_2,Punt,Punt
2021_15_CIN_DEN_3,Punt,Field Goal
2021_15_CIN_DEN_4,Kickoff,Punt
2021_15_CIN_DEN_5,Punt,Punt
