drive_id,drive_start,drive_end
2016_14_MIN_JAX_8,Kickoff,Field Goal
2016_14_MIN_JAX_9,Kickoff,Turnover
2016_14_MIN_JAX_10,Fumble,Field Goal
2016_14_MIN_JAX_12,Kickoff,Field Goal
2016_14_MIN_JAX_14,Kickoff,Touchdown
2016_14_MIN_JAX_15,Kickoff,Touchdown
2016_14_MIN_JAX_16,Kickoff,Punt
2016_14_MIN_JAX_17,Punt,Turnover
2016_14_MIN_JAX_18,Fumble,Punt
2016_14_MIN_JAX_19,Punt,Touchdown
2016_14_MIN_JAX_20,Kickoff,Field Goal
2016_14_NO_TB_1,Kickoff,Punt
2016_14_NO_TB_2,Punt,Punt
2016_14_NO_TB_3,Punt,Field Goal
2016_14_NO_TB_4,Kickoff,Punt
2016_14_NO_TB_5,Punt,Touchdown
2016_14_NO_TB_6,Kickoff,Turnover
2016_14_NO_TB_7,Interception,Field Goal
2016_14_NO_TB_8,Kickoff,Field Goal
2016_14_NO_TB_10,Kickoff,Field Goal
2016_14_NO_TB_11,Kickoff,Punt
2016_14_NO_TB_12,Punt,Punt
2016_14_NO_TB_13,Punt,Field Goal
2016_14_NO_TB_14,Kickoff,Field Goal
2016_14_NO_TB_15,Kickoff,Turnover
2016_14_NO_TB_16,Interception,Punt
2016_14_NO_TB_17,Punt,Punt
2016_14_NO_TB_18,Punt,Punt
2016_14_NO_TB_19,Punt,Turnover
2016_14_NYJ_SF_1,Kickoff,Turnover
2016_14_NYJ_SF_3,Kickoff,Punt
2016_14_NYJ_SF_4,Punt,Touchdown
2016_14_NYJ_SF_5,Kickoff,Punt
2016_14_NYJ_SF_6,Punt,Field Goal
2016_14_NYJ_SF_8,Punt,Field Goal
2016_14_NYJ_SF_10,Kickoff,Field Goal
2016_14_NYJ_SF_11,Kickoff,Punt
2016_14_NYJ_SF_12,Punt,Punt
2016_14_NYJ_SF_13,Punt,Punt
2016_14_NYJ_SF_15,Kickoff,Punt
2016_14_NYJ_SF_16,Punt,Field Goal
2016_14_NYJ_SF_17,Kickoff,Punt
2016_14_NYJ_SF_18,Punt,Punt
2016_14_NYJ_SF_19,Punt,Punt
2016_14_NYJ_SF_20,Punt,Touchdown
2016_14_NYJ_SF_21,Kickoff,Punt
2016_14_NYJ_SF_22,Punt,Field Goal
2016_14_NYJ_SF_23,Kickoff,Punt
2016_14_NYJ_SF_25,Kickoff,Turnover
2016_14_NYJ_SF_26,Fumble,Touchdown
2016_14_OAK_KC_1,Kickoff,Punt
2016_14_OAK_KC_2,Punt,Field Goal
2016_14_OAK_KC_3,Kickoff,Turnover
2016_14_OAK_KC_4,Fumble,Punt
2016_14_OAK_KC_5,Punt,Punt
2016_14_OAK_KC_6,Punt,Punt
2016_14_OAK_KC_7,Punt,Touchdown
2016_14_OAK_KC_8,Kickoff,Punt
2016_14_OAK_KC_9,Punt,Touchdown
2016_14_OAK_KC_11,Kickoff,Touchdown
2016_14_OAK_KC_13,Kickoff,Turnover
2016_14_OAK_KC_14,Interception,Field Goal
2016_14_OAK_KC_16,Fumble,Turnover
2016_14_OAK_KC_17,Fumble,Punt
2016_14_OAK_KC_18,Punt,Punt
2016_14_OAK_KC_19,Punt,Punt
2016_14_OAK_KC_20,Punt,Punt
2016_14_OAK_KC_21,Punt,Punt
2016_14_OAK_KC_22,Punt,Punt
2016_14_OAK_KC_23,Punt,Punt
2016_14_OAK_KC_24,Punt,Turnover
2016_14_PIT_BUF_1,Kickoff,Turnover
2016_14_PIT_BUF_2,Interception,Punt
2016_14_PIT_BUF_3,Punt,Touchdown
2016_14_PIT_BUF_4,Kickoff,Punt
2016_14_PIT_BUF_5,Punt,Touchdown
2016_14_PIT_BUF_6,Kickoff,Punt
2016_14_PIT_BUF_7,Punt,Turnover
2016_14_PIT_BUF_8,Interception,Touchdown
2016_14_PIT_BUF_9,Kickoff,Punt
2016_14_PIT_BUF_10,Punt,Punt
2016_14_PIT_BUF_11,Punt,Punt
2016_14_PIT_BUF_13,Kickoff,Punt
2016_14_PIT_BUF_14,Punt,Touchdown
2016_14_PIT_BUF_15,Kickoff,Punt
2016_14_PIT_BUF_16,Punt,Turnover
2016_14_PIT_BUF_18,Interception,Field Goal
2016_14_PIT_BUF_19,Kickoff,Touchdown
2016_14_PIT_BUF_20,Kickoff,Field Goal
2016_14_PIT_BUF_21,Kickoff,Touchdown
2016_14_SD_CAR_1,Kickoff,Punt
2016_14_SD_CAR_2,Punt,Field Goal
2016_14_SD_CAR_3,Kickoff,Turnover
2016_14_SD_CAR_4,Fumble,Punt
2016_14_SD_CAR_5,Punt,Punt
2016_14_SD_CAR_6,Punt,Touchdown
2016_14_SD_CAR_7,Kickoff,Turnover
2016_14_SD_CAR_8,Interception,Touchdown
2016_14_SD_CAR_9,Kickoff,Punt
2016_14_SD_CAR_10,Punt,Field Goal
2016_14_SD_CAR_11,Kickoff,Turnover
2016_14_SD_CAR_12,Fumble,Field Goal
2016_14_SD_CAR_13,Kickoff,Touchdown
2016_14_SD_CAR_15,Kickoff,Field Goal
2016_14_SD_CAR_16,Kickoff,Field Goal
2016_14_SD_CAR_17,Kickoff,Punt
2016_14_SD_CAR_18,Punt,Touchdown
2016_14_SD_CAR_19,Kickoff,Punt
2016_14_SD_CAR_20,Punt,Turnover
2016_14_SD_CAR_21,Interception,Turnover
2016_14_SD_CAR_23,Kickoff,Punt
2016_14_SD_CAR_24,Punt,Turnover
2016_14_SD_CAR_25,Interception,Punt
2016_14_SEA_GB_1,Kickoff,Touchdown
2016_14_SEA_GB_2,Kickoff,Field Goal
2016_14_SEA_GB_3,Kickoff,Field Goal
2016_14_SEA_GB_5,Punt,Punt
2016_14_SEA_GB_6,Punt,Turnover
2016_14_SEA_GB_7,Interception,Touchdown
2016_14_SEA_GB_8,Kickoff,Punt
2016_14_SEA_GB_9,Punt,Touchdown
2016_14_SEA_GB_10,Kickoff,Punt
2016_14_SEA_GB_11,Punt,Punt
2016_14_SEA_GB_12,Punt,Turnover
2016_14_SEA_GB_14,Kickoff,Turnover
2016_14_SEA_GB_15,Interception,Punt
2016_14_SEA_GB_16,Punt,Turnover
2016_14_SEA_GB_17,Interception,Touchdown
2016_14_SEA_GB_18,Kickoff,Punt
2016_14_SEA_GB_19,Punt,Punt
2016_14_SEA_GB_20,Punt,Turnover
2016_14_SEA_GB_21,Fumble,Field Goal
2016_14_SEA_GB_22,Kickoff,Touchdown
2016_14_SEA_GB_23,Kickoff,Turnover
2016_14_SEA_GB_26,Kickoff,Turnover
2016_14_WAS_PHI_1,Kickoff,Field Goal
2016_14_WAS_PHI_2,Kickoff,Punt
2016_14_WAS_PHI_3,Punt,Turnover
2016_14_WAS_PHI_4,Interception,Field Goal
2016_14_WAS_PHI_6,Kickoff,Touchdown
2016_14_WAS_PHI_7,Kickoff,Touchdown
2016_14_WAS_PHI_9,Kickoff,Punt
2016_14_WAS_PHI_10,Punt,Punt
2016_14_WAS_PHI_11,Punt,Touchdown
2016_14_WAS_PHI_12,Kickoff,Turnover
2016_14_WAS_PHI_13,Fumble,Touchdown
2016_14_WAS_PHI_14,Kickoff,Punt
2016_14_WAS_PHI_16,Kickoff,Punt
2016_14_WAS_PHI_17,Punt,Field Goal
2016_14_WAS_PHI_18,Kickoff,Touchdown
2016_14_WAS_PHI_19,Kickoff,Turnover
2016_15_CAR_WAS_1,Kickoff,Field Goal
2016_15_CAR_WAS_2,Kickoff,Punt
2016_15_CAR_WAS_3,Punt,Punt
2016_15_CAR_WAS_4,Punt,Field Goal
2016_15_CAR_WAS_5,Kickoff,Touchdown
2016_15_CAR_WAS_6,Kickoff,Turnover
2016_15_CAR_WAS_7,Interception,Field Goal
2016_15_CAR_WAS_8,Kickoff,Punt
2016_15_CAR_WAS_9,Punt,Punt
2016_15_CAR_WAS_10,Punt,Touchdown
2016_15_CAR_WAS_11,Kickoff,Punt
2016_15_CAR_WAS_12,Punt,Punt
2016_15_CAR_WAS_13,Punt,Punt
2016_15_CAR_WAS_16,Fumble,Touchdown
2016_15_CAR_WAS_17,Kickoff,Punt
2016_15_CAR_WAS_18,Punt,Punt
2016_15_CAR_WAS_19,Punt,Punt
2016_15_CAR_WAS_20,Punt,Field Goal
2016_15_CAR_WAS_21,Kickoff,Field Goal
2016_15_CAR_WAS_22,Kickoff,Punt
2016_15_CAR_WAS_23,Punt,Punt
2016_15_CAR_WAS_24,Punt,Field Goal
2016_15_CAR_WAS_26,Kickoff,Field Goal
2016_15_CAR_WAS_27,Kickoff,Turnover
2016_15_CLE_BUF_1,Kickoff,Punt
2016_15_CLE_BUF_2,Punt,Field Goal
2016_15_CLE_BUF_3,Kickoff,Field Goal
2016_15_CLE_BUF_4,Kickoff,Touchdown
2016_15_CLE_BUF_5,Kickoff,Punt
2016_15_CLE_BUF_6,Punt,Punt
2016_15_CLE_BUF_7,Punt,Punt
2016_15_CLE_BUF_8,Punt,Touchdown
2016_15_CLE_BUF_10,Kickoff,Punt
2016_15_CLE_BUF_11,Punt,Touchdown
2016_15_CLE_BUF_12,Kickoff,Touchdown
2016_15_CLE_BUF_13,Kickoff,Field Goal
2016_15_CLE_BUF_14,Kickoff,Touchdown
2016_15_CLE_BUF_15,Kickoff,Punt
2016_15_CLE_BUF_16,Punt,Field Goal
2016_15_CLE_BUF_17,Kickoff,Punt
2016_15_CLE_BUF_18,Punt,Turnover
2016_15_DET_NYG_1,Kickoff,Touchdown
2016_15_DET_NYG_2,Kickoff,Punt
2016_15_DET_NYG_3,Punt,Punt
2016_15_DET_NYG_4,Punt,Field Goal
2016_15_DET_NYG_5,Kickoff,Punt
2016_15_DET_NYG_6,Punt,Turnover
2016_15_DET_NYG_7,Fumble,Field Goal
2016_15_DET_NYG_8,Kickoff,Punt
2016_15_DET_NYG_9,Punt,Punt
2016_15_DET_NYG_10,Punt,Punt
2016_15_DET_NYG_12,Kickoff,Field Goal
2016_15_DET_NYG_13,Kickoff,Punt
2016_15_DET_NYG_14,Punt,Punt
2016_15_DET_NYG_15,Punt,Punt
2016_15_DET_NYG_16,Punt,Punt
2016_15_DET_NYG_17,Punt,Touchdown
2016_15_DET_NYG_18,Kickoff,Punt
2016_15_DET_NYG_19,Punt,Punt
2016_15_DET_NYG_20,Punt,Turnover
2016_15_DET_NYG_21,Interception,Punt
2016_15_GB_CHI_1,Kickoff,Touchdown
2016_15_GB_CHI_2,Kickoff,Punt
2016_15_GB_CHI_3,Punt,Punt
2016_15_GB_CHI_4,Punt,Punt
2016_15_GB_CHI_5,Punt,Turnover
2016_15_GB_CHI_6,Fumble,Field Goal
2016_15_GB_CHI_7,Kickoff,Punt
2016_15_GB_CHI_8,Punt,Touchdown
2016_15_GB_CHI_9,Kickoff,Field Goal
2016_15_GB_CHI_10,Kickoff,Turnover
2016_15_GB_CHI_12,Fumble,Field Goal
2016_15_GB_CHI_13,Kickoff,Turnover
2016_15_GB_CHI_14,Interception,Touchdown
2016_15_GB_CHI_15,Kickoff,Turnover
2016_15_GB_CHI_16,Interception,Touchdown
2016_15_GB_CHI_17,Kickoff,Touchdown
2016_15_GB_CHI_18,Kickoff,Punt
2016_15_GB_CHI_19,Punt,Touchdown
2016_15_GB_CHI_20,Kickoff,Punt
2016_15_GB_CHI_21,Punt,Field Goal
2016_15_GB_CHI_22,Kickoff,Field Goal
2016_15_IND_MIN_1,Kickoff,Field Goal
2016_15_IND_MIN_2,Kickoff,Punt
2016_15_IND_MIN_3,Punt,Touchdown
2016_15_IND_MIN_4,Kickoff,Punt
2016_15_IND_MIN_5,Punt,Punt
2016_15_IND_MIN_6,Punt,Punt
2016_15_IND_MIN_7,Punt,Touchdown
2016_15_IND_MIN_8,Kickoff,Turnover
2016_15_IND_MIN_9,Fumble,Touchdown
2016_15_IND_MIN_11,Interception,Field Goal
2016_15_IND_MIN_12,Kickoff,Turnover
2016_15_IND_MIN_13,Fumble,Punt
2016_15_IND_MIN_14,Punt,Field Goal
2016_15_IND_MIN_15,Kickoff,Touchdown
2016_15_IND_MIN_16,Kickoff,Field Goal
2016_15_IND_MIN_17,Kickoff,Punt
2016_15_IND_MIN_18,Punt,Turnover
2016_15_IND_MIN_19,Fumble,Turnover
2016_15_JAX_HOU_1,Kickoff,Punt
2016_15_JAX_HOU_2,Punt,Punt
2016_15_JAX_HOU_3,Punt,Punt
2016_15_JAX_HOU_4,Punt,Punt
2016_15_JAX_HOU_5,Punt,Punt
2016_15_JAX_HOU_6,Punt,Field Goal
2016_15_JAX_HOU_7,Kickoff,Turnover
2016_15_JAX_HOU_8,Interception,Field Goal
2016_15_JAX_HOU_9,Kickoff,Turnover
2016_15_JAX_HOU_10,Interception,Touchdown
2016_15_JAX_HOU_11,Kickoff,Turnover
2016_15_JAX_HOU_13,Kickoff,Field Goal
2016_15_JAX_HOU_15,Kickoff,Punt
2016_15_JAX_HOU_16,Punt,Field Goal
2016_15_JAX_HOU_18,Kickoff,Punt
2016_15_JAX_HOU_19,Punt,Punt
2016_15_JAX_HOU_20,Punt,Field Goal
2016_15_JAX_HOU_21,Kickoff,Punt
2016_15_JAX_HOU_22,Punt,Field Goal
2016_15_JAX_HOU_23,Kickoff,Punt
2016_15_JAX_HOU_24,Punt,Touchdown
2016_15_JAX_HOU_25,Kickoff,Turnover
2016_15_JAX_HOU_26,Fumble,Punt
2016_15_LA_SEA_1,Kickoff,Punt
2016_15_LA_SEA_2,Punt,Punt
2016_15_LA_SEA_3,Punt,Turnover
2016_15_LA_SEA_4,Fumble,Touchdown
2016_15_LA_SEA_5,Kickoff,Turnover
2016_15_LA_SEA_6,Fumble,Field Goal
2016_15_LA_SEA_7,Kickoff,Punt
2016_15_LA_SEA_8,Punt,Punt
2016_15_LA_SEA_9,Punt,Field Goal
2016_15_LA_SEA_11,Kickoff,Punt
2016_15_LA_SEA_12,Punt,Punt
2016_15_LA_SEA_13,Punt,Touchdown
2016_15_LA_SEA_14,Kickoff,Punt
2016_15_LA_SEA_15,Punt,Touchdown
2016_15_LA_SEA_16,Kickoff,Turnover
2016_15_LA_SEA_17,Fumble,Turnover
2016_15_LA_SEA_18,Interception,Turnover
2016_15_MIA_NYJ_1,Kickoff,Touchdown
2016_15_MIA_NYJ_2,Kickoff,Punt
2016_15_MIA_NYJ_3,Punt,Turnover
2016_15_MIA_NYJ_4,Fumble,Punt
2016_15_MIA_NYJ_5,Punt,Punt
2016_15_MIA_NYJ_6,Punt,Touchdown
2016_15_MIA_NYJ_7,Kickoff,Turnover
2016_15_MIA_NYJ_8,Interception,Punt
2016_15_MIA_NYJ_9,Punt,Turnover
2016_15_MIA_NYJ_10,Fumble,Touchdown
2016_15_MIA_NYJ_11,Kickoff,Field Goal
2016_15_MIA_NYJ_13,Kickoff,Turnover
2016_15_MIA_NYJ_16,Interception,Touchdown
2016_15_MIA_NYJ_17,Kickoff,Punt
2016_15_MIA_NYJ_19,Kickoff,Punt
2016_15_MIA_NYJ_20,Punt,Punt
2016_15_MIA_NYJ_21,Punt,Turnover
2016_15_MIA_NYJ_22,Fumble,Punt
2016_15_MIA_NYJ_23,Punt,Field Goal
2016_15_MIA_NYJ_24,Kickoff,Punt
2016_15_MIA_NYJ_25,Punt,Turnover
2016_15_NE_DEN_1,Kickoff,Punt
2016_15_NE_DEN_2,Punt,Field Goal
2016_15_NE_DEN_3,Kickoff,Punt
2016_15_NE_DEN_4,Punt,Punt
2016_15_NE_DEN_5,Punt,Field Goal
2016_15_NE_DEN_6,Kickoff,Punt
2016_15_NE_DEN_7,Punt,Turnover
2016_15_NE_DEN_8,Interception,Touchdown
2016_15_NE_DEN_9,Kickoff,Punt
2016_15_NE_DEN_10,Punt,Punt
2016_15_NE_DEN_12,Kickoff,Punt
2016_15_NE_DEN_13,Punt,Punt
2016_15_NE_DEN_14,Punt,Punt
2016_15_NE_DEN_15,Punt,Field Goal
2016_15_NE_DEN_16,Kickoff,Punt
2016_15_NE_DEN_17,Punt,Punt
2016_15_NE_DEN_18,Punt,Punt
2016_15_NE_DEN_19,Punt,Punt
2016_15_NE_DEN_20,Punt,Punt
2016_15_NE_DEN_21,Punt,Field Goal
2016_15_NE_DEN_22,Kickoff,Turnover
2016_15_NE_DEN_23,Fumble,Turnover
2016_15_NE_DEN_24,Fumble,Turnover
2016_15_NO_ARI_1,Kickoff,Touchdown
2016_15_NO_ARI_2,Kickoff,Field Goal
2016_15_NO_ARI_3,Kickoff,Turnover
2016_15_NO_ARI_4,Fumble,Touchdown
2016_15_NO_ARI_5,Kickoff,Field Goal
2016_15_NO_ARI_7,Kickoff,Touchdown
2016_15_NO_ARI_8,Kickoff,Punt
2016_15_NO_ARI_9,Punt,Touchdown
2016_15_NO_ARI_10,Kickoff,Touchdown
2016_15_NO_ARI_12,Kickoff,Punt
2016_15_NO_ARI_13,Punt,Punt
2016_15_NO_ARI_14,Punt,Field Goal
2016_15_NO_ARI_15,Kickoff,Touchdown
2016_15_NO_ARI_16,Kickoff,Touchdown
2016_15_NO_ARI_17,Kickoff,Touchdown
2016_15_NO_ARI_18,Kickoff,Touchdown
2016_15_NO_ARI_19,Kickoff,Turnover
2016_15_NO_ARI_20,Fumble,Touchdown
2016_15_NO_ARI_21,Kickoff,Touchdown
2016_15_OAK_SD_1,Kickoff,Touchdown
2016_15_OAK_SD_2,Kickoff,Field Goal
2016_15_OAK_SD_3,Kickoff,Punt
2016_15_OAK_SD_4,Punt,Turnover
2016_15_OAK_SD_5,Fumble,Punt
2016_15_OAK_SD_6,Punt,Turnover
2016_15_OAK_SD_7,Interception,Punt
2016_15_OAK_SD_8,Punt,Punt
2016_15_OAK_SD_9,Punt,Field Goal
2016_15_OAK_SD_10,Kickoff,Touchdown
2016_15_OAK_SD_12,Kickoff,Field Goal
2016_15_OAK_SD_13,Kickoff,Touchdown
2016_15_OAK_SD_14,Kickoff,Punt
2016_15_OAK_SD_15,Punt,Punt
2016_15_OAK_SD_16,Punt,Punt
2016_15_OAK_SD_17,Punt,Turnover
2016_15_OAK_SD_18,Fumble,Field Goal
2016_15_OAK_SD_19,Kickoff,Punt
2016_15_OAK_SD_20,Punt,Field Goal
2016_15_OAK_SD_21,Kickoff,Turnover
2016_15_PHI_BAL_1,Kickoff,Turnover
2016_15_PHI_BAL_2,Interception,Touchdown
2016_15_PHI_BAL_3,Kickoff,Punt
2016_15_PHI_BAL_4,Punt,Punt
2016_15_PHI_BAL_5,Punt,Field Goal
2016_15_PHI_BAL_6,Kickoff,Field Goal
2016_15_PHI_BAL_7,Kickoff,Punt
2016_15_PHI_BAL_8,Punt,Turnover
2016_15_PHI_BAL_10,Kickoff,Field Goal
2016_15_PHI_BAL_11,Kickoff,Field Goal
2016_15_PHI_BAL_12,Kickoff,Touchdown
2016_15_PHI_BAL_14,Kickoff,Punt
2016_15_PHI_BAL_15,Punt,Turnover
2016_15_PHI_BAL_16,Fumble,Punt
2016_15_PHI_BAL_17,Punt,Field Goal
2016_15_PHI_BAL_18,Kickoff,Touchdown
2016_15_PHI_BAL_19,Kickoff,Turnover
2016_15_PHI_BAL_20,Fumble,Turnover
2016_15_PHI_BAL_21,Interception,Field Goal
2016_15_PHI_BAL_22,Kickoff,Punt
2016_15_PHI_BAL_23,Punt,Touchdown
2016_15_PIT_CIN_1,Kickoff,Field Goal
2016_15_PIT_CIN_2,Kickoff,Field Goal
2016_15_PIT_CIN_3,Kickoff,Touchdown
2016_15_PIT_CIN_4,Kickoff,Punt
2016_15_PIT_CIN_5,Punt,Touchdown
2016_15_PIT_CIN_6,Kickoff,Field Goal
2016_15_PIT_CIN_7,Kickoff,Field Goal
2016_15_PIT_CIN_8,Kickoff,Field Goal
2016_15_PIT_CIN_10,Kickoff,Field Goal
2016_15_PIT_CIN_11,Kickoff,Punt
2016_15_PIT_CIN_12,Punt,Field Goal
2016_15_PIT_CIN_13,Kickoff,Turnover
2016_15_PIT_CIN_14,Interception,Field Goal
2016_15_PIT_CIN_15,Kickoff,Punt
2016_15_PIT_CIN_16,Punt,Touchdown
2016_15_PIT_CIN_17,Kickoff,Punt
2016_15_SF_ATL_1,Kickoff,Punt
2016_15_SF_ATL_2,Punt,Touchdown
2016_15_SF_ATL_3,Kickoff,Turnover
2016_15_SF_ATL_4,Fumble,Touchdown
2016_15_SF_ATL_5,Kickoff,Punt
2016_15_SF_ATL_6,Punt,Touchdown
2016_15_SF_ATL_7,Kickoff,Touchdown
2016_15_SF_ATL_8,Kickoff,Turnover
2016_15_SF_ATL_9,Fumble,Punt
2016_15_SF_ATL_10,Punt,Touchdown
2016_15_SF_ATL_11,Kickoff,Touchdown
2016_15_SF_ATL_13,Kickoff,Punt
2016_15_SF_ATL_14,Punt,Punt
2016_15_SF_ATL_15,Punt,Field Goal
2016_15_SF_ATL_16,Kickoff,Punt
2016_15_SF_ATL_17,Punt,Touchdown
2016_15_SF_ATL_18,Kickoff,Punt
2016_15_SF_ATL_19,Punt,Punt
2016_15_SF_ATL_20,Punt,Punt
2016_15_SF_ATL_21,Punt,Field Goal
2016_15_TB_DAL_1,Kickoff,Field Goal
2016_15_TB_DAL_3,Kickoff,Field Goal
2016_15_TB_DAL_5,Fumble,Touchdown
2016_15_TB_DAL_6,Kickoff,Punt
2016_15_TB_DAL_7,Punt,Touchdown
2016_15_TB_DAL_8,Kickoff,Field Goal
2016_15_TB_DAL_9,Kickoff,Field Goal
2016_15_TB_DAL_11,Kickoff,Touchdown
2016_15_TB_DAL_12,Kickoff,Punt
2016_15_TB_DAL_13,Punt,Touchdown
2016_15_TB_DAL_14,Kickoff,Field Goal
2016_15_TB_DAL_15,Kickoff,Turnover
2016_15_TB_DAL_16,Interception,Field Goal
2016_15_TB_DAL_17,Kickoff,Punt
2016_15_TB_DAL_19,Fumble,Punt
2016_15_TB_DAL_20,Punt,Field Goal
2016_15_TB_DAL_21,Kickoff,Punt
2016_15_TB_DAL_22,Punt,Punt
2016_15_TB_DAL_23,Punt,Turnover
2016_15_TEN_KC_1,Kickoff,Punt
2016_15_TEN_KC_2,Punt,Touchdown
2016_15_TEN_KC_3,Kickoff,Turnover
2016_15_TEN_KC_4,Fumble,Touchdown
2016_15_TEN_KC_5,Kickoff,Punt
2016_15_TEN_KC_6,Punt,Punt
2016_15_TEN_KC_7,Punt,Touchdown
2016_15_TEN_KC_8,Kickoff,Punt
2016_15_TEN_KC_9,Punt,Turnover
2016_15_TEN_KC_10,Fumble,Turnover
2016_15_TEN_KC_11,Fumble,Punt
2016_15_TEN_KC_12,Punt,Field Goal
2016_15_TEN_KC_14,Kickoff,Punt
2016_15_TEN_KC_15,Punt,Turnover
2016_15_TEN_KC_16,Interception,Turnover
2016_15_TEN_KC_17,Interception,Punt
2016_15_TEN_KC_18,Punt,Punt
2016_15_TEN_KC_19,Punt,Field Goal
2016_15_TEN_KC_20,Kickoff,Punt
2016_15_TEN_KC_21,Punt,Touchdown
2016_15_TEN_KC_22,Kickoff,Punt
2016_15_TEN_KC_23,Punt,Field Goal
2016_16_ARI_SEA_1,Kickoff,Punt
2016_16_ARI_SEA_2,Punt,Turnover
2016_16_ARI_SEA_3,Fumble,Touchdown
2016_16_ARI_SEA_4,Kickoff,Punt
2016_16_ARI_SEA_5,Punt,Punt
2016_16_ARI_SEA_6,Punt,Field Goal
2016_16_ARI_SEA_8,Punt,Punt
2016_16_ARI_SEA_9,Punt,Punt
2016_16_ARI_SEA_10,Punt,Punt
2016_16_ARI_SEA_11,Punt,Touchdown
2016_16_ARI_SEA_12,Kickoff,Turnover
2016_16_ARI_SEA_13,Fumble,Turnover
2016_16_ARI_SEA_14,Fumble,Field Goal
2016_16_ARI_SEA_16,Kickoff,Touchdown
2016_16_ARI_SEA_17,Kickoff,Field Goal
2016_16_ARI_SEA_19,Punt,Touchdown
2016_16_ARI_SEA_20,Kickoff,Touchdown
2016_16_ARI_SEA_21,Kickoff,Touchdown
2016_16_ARI_SEA_22,Kickoff,Turnover
2016_16_ARI_SEA_23,Fumble,Field Goal
2016_16_ARI_SEA_24,Kickoff,Touchdown
2016_16_ARI_SEA_25,Kickoff,Punt
2016_16_ARI_SEA_26,Punt,Touchdown
2016_16_ARI_SEA_27,Kickoff,Field Goal
2016_16_ATL_CAR_1,Kickoff,Touchdown
2016_16_ATL_CAR_2,Kickoff,Turnover
2016_16_ATL_CAR_3,Interception,Field Goal
2016_16_ATL_CAR_4,Kickoff,Punt
2016_16_ATL_CAR_5,Punt,Field Goal
2016_16_ATL_CAR_6,Kickoff,Punt
2016_16_ATL_CAR_7,Punt,Punt
2016_16_ATL_CAR_8,Punt,Field Goal
2016_16_ATL_CAR_9,Kickoff,Touchdown
2016_16_ATL_CAR_10,Kickoff,Punt
2016_16_ATL_CAR_11,Punt,Punt
2016_16_ATL_CAR_13,Interception,Field Goal
2016_16_ATL_CAR_15,Kickoff,Field Goal
2016_16_ATL_CAR_16,Kickoff,Field Goal
2016_16_ATL_CAR_17,Kickoff,Touchdown
2016_16_ATL_CAR_18,Kickoff,Touchdown
2016_16_ATL_CAR_19,Kickoff,Field Goal
2016_16_ATL_CAR_20,Kickoff,Punt
2016_16_ATL_CAR_21,Punt,Turnover
2016_16_ATL_CAR_22,Fumble,Field Goal
2016_16_BAL_PIT_1,Kickoff,Punt
2016_16_BAL_PIT_2,Punt,Touchdown
2016_16_BAL_PIT_3,Kickoff,Field Goal
2016_16_BAL_PIT_4,Kickoff,Punt
2016_16_BAL_PIT_5,Punt,Turnover
2016_16_BAL_PIT_6,Fumble,Punt
2016_16_BAL_PIT_7,Punt,Punt
2016_16_BAL_PIT_8,Punt,Punt
2016_16_BAL_PIT_9,Punt,Field Goal
2016_16_BAL_PIT_12,Interception,Touchdown
2016_16_BAL_PIT_13,Kickoff,Field Goal
2016_16_BAL_PIT_14,Kickoff,Field Goal
2016_16_BAL_PIT_15,Kickoff,Turnover
2016_16_BAL_PIT_16,Interception,Field Goal
2016_16_BAL_PIT_17,Kickoff,Touchdown
2016_16_BAL_PIT_18,Kickoff,Punt
2016_16_BAL_PIT_19,Punt,Touchdown
2016_16_BAL_PIT_20,Kickoff,Touchdown
2016_16_BAL_PIT_21,Kickoff,Touchdown
2016_16_BAL_PIT_22,Kickoff,Turnover
2016_16_CIN_HOU_1,Kickoff,Punt
2016_16_CIN_HOU_2,Punt,Punt
2016_16_CIN_HOU_3,Punt,Punt
2016_16_CIN_HOU_4,Punt,Punt
2016_16_CIN_HOU_5,Punt,Punt
2016_16_CIN_HOU_6,Punt,Punt
2016_16_CIN_HOU_7,Punt,Punt
2016_16_CIN_HOU_8,Punt,Punt
2016_16_CIN_HOU_9,Punt,Punt
2016_16_CIN_HOU_10,Punt,Punt
2016_16_CIN_HOU_11,Punt,Punt
2016_16_CIN_HOU_12,Punt,Punt
2016_16_CIN_HOU_13,Punt,Field Goal
2016_16_CIN_HOU_14,Kickoff,Field Goal
2016_16_CIN_HOU_15,Kickoff,Punt
2016_16_CIN_HOU_16,Punt,Field Goal
2016_16_CIN_HOU_17,Kickoff,Turnover
2016_16_CIN_HOU_18,Interception,Punt
2016_16_CIN_HOU_19,Punt,Touchdown
2016_16_CIN_HOU_20,Kickoff,Touchdown
2016_16_CIN_HOU_21,Kickoff,Punt
2016_16_CIN_HOU_22,Punt,Punt
2016_16_CIN_HOU_23,Punt,Field Goal
2016_16_DEN_KC_1,Kickoff,Punt
2016_16_DEN_KC_2,Punt,Touchdown
2016_16_DEN_KC_3,Kickoff,Punt
2016_16_DEN_KC_4,Punt,Touchdown
2016_16_DEN_KC_5,Kickoff,Punt
2016_16_DEN_KC_6,Punt,Turnover
2016_16_DEN_KC_7,Interception,Touchdown
2016_16_DEN_KC_8,Kickoff,Touchdown
2016_16_DEN_KC_9,Kickoff,Punt
2016_16_DEN_KC_10,Punt,Field Goal
2016_16_DEN_KC_12,Kickoff,Punt
